id,university,book_title,quantity,date
97,University of West Georgia,Strategies for Successful Writing,36,1/19/2016
97,University of West Georgia,Precalculus: Essentials,78,9/29/2015
97,University of West Georgia,Hands-On Database,287,5/5/2015
97,University of West Georgia,Macroeconomics,190,4/26/2015
97,University of West Georgia,Guide to Presentations,475,3/7/2015
97,University of West Georgia,Managerial Economics,326,10/11/2015
97,University of West Georgia,Aerodynamics for Engineers,583,9/29/2015
97,University of West Georgia,"Writing and Reading Across the Curriculum, Brief Edition",561,8/22/2015
97,University of West Georgia,Horngren's Financial & Managerial Accounting,374,4/15/2015
97,University of West Georgia,Electrical Engineering: Principles & Applications,205,11/19/2015
97,University of West Georgia,Analysis with an Introduction to Proof,576,5/8/2015
97,University of West Georgia,Engineering Vibration,117,6/7/2015
97,University of West Georgia,Entrepreneurial Finance,576,9/2/2015
98,University of North Texas,Introductory Algebra 10,400,11/25/2015
98,University of North Texas,Precalculus with Modeling & Visualization,565,8/21/2015
98,University of North Texas,Elementary Algebra:  Concepts & Applications,590,1/30/2016
98,University of North Texas,Writing for Life: Sentences and Paragraphs,268,3/10/2015
98,University of North Texas,Statics and Mechanics of Materials,539,1/27/2016
98,University of North Texas,"Prealgebra and Introductory Algebra, 4e",407,4/22/2015
98,University of North Texas,Introductory & Intermediate Algebra 3e,645,11/8/2015
98,University of North Texas,"The Prentice Hall Guide for College Writers, Brief Edition",116,1/17/2016
98,University of North Texas,Cornerstones for College Success,373,12/20/2015
98,University of North Texas,Essential Statistics,652,1/26/2016
98,University of North Texas,"Corporate Finance, The Core",403,8/5/2015
98,University of North Texas,Basic College Mathematics,675,8/11/2015
98,University of North Texas,Business Math,125,11/14/2015
98,University of North Texas,"Writing and Reading Across the Curriculum, Brief Edition",553,3/14/2015
98,University of North Texas,Algebra and Trigonometry,690,7/9/2015
98,University of North Texas,MIS Essentials,392,9/22/2015
98,University of North Texas,Aerodynamics for Engineers,335,4/11/2015
98,University of North Texas,Mathematics for Business,102,1/12/2016
98,University of North Texas,Strategies for Successful Writing,598,3/5/2016
98,University of North Texas,Survey of Economics,357,12/11/2015
98,University of North Texas,Fundamentals of Investing,27,2/19/2016
98,University of North Texas,C++ How to Program (Early Objects Version),301,4/30/2015
98,University of North Texas,"The Curious Writer, Brief Edition",584,3/3/2016
98,University of North Texas,Electronic Commerce 2012,503,9/29/2015
98,University of North Texas,Algebra and Trigonometry with Modeling & Visualization,309,12/7/2015
98,University of North Texas,Electronic Commerce 2012,570,4/8/2015
98,University of North Texas,Intercultural Business Communication,445,9/5/2015
98,University of North Texas,Economics Today: The Micro View,318,11/30/2015
99,Piedmont International University,"Essentials of Processes, Systems and Information: with SAP tutorials",531,1/6/2016
99,Piedmont International University,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",563,11/11/2015
100,Utah State University,Macroeconomics,432,1/2/2016
100,Utah State University,College Algebra: An Early Functions Approach,677,10/20/2015
100,Utah State University,Intermediate Algebra: Concepts & Applications,251,12/28/2015
100,Utah State University,Visual Basic 2012 How to Program,37,7/3/2015
100,Utah State University,Human Resource Management,176,12/27/2015
100,Utah State University,Horngren's Accounting,573,1/27/2016
100,Utah State University,Marketing Research,352,7/16/2015
100,Utah State University,Precalculus: A Unit Circle Approach,167,8/16/2015
100,Utah State University,Marketing Plan Handbook,89,1/22/2016
100,Utah State University,Business Communication Essentials,502,5/17/2015
100,Utah State University,Basic College Mathematics,632,11/18/2015
100,Utah State University,The Blair Reader,448,9/6/2015
100,Utah State University,Essential Statistics,679,7/17/2015
100,Utah State University,Hands-On Database,538,2/20/2016
100,Utah State University,Information Systems Today,505,12/7/2015
100,Utah State University,Basic Technical Mathematics with Calculus,183,12/12/2015
100,Utah State University,Analysis with an Introduction to Proof,149,3/14/2015
100,Utah State University,Business Communication Essentials,491,1/11/2016
100,Utah State University,Introductory Algebra 10,153,6/10/2015
100,Utah State University,Manufacturing Engineering & Technology,202,8/13/2015
100,Utah State University,Microeconomics,337,1/29/2016
100,Utah State University,Data Structures and Algorithm Analysis in C++,505,11/1/2015
100,Utah State University,Accounting Information Systems: The Crossroads of Accounting and IT 2e,328,10/30/2015
100,Utah State University,Reliability Engineering,203,4/24/2015
100,Utah State University,Business Math,173,3/8/2015
100,Utah State University,Brief Calculus & Its Applications,487,5/19/2015
100,Utah State University,Using MIS,146,9/14/2015
100,Utah State University,Essentials of Database Management,400,7/23/2015
100,Utah State University,Adaptive Filter Theory,312,9/4/2015
100,Utah State University,Database Systems,215,6/9/2015
101,The University of West Florida,Elementary Statistics Using Excel,427,2/10/2016
101,The University of West Florida,Brief Calculus & Its Applications,566,1/8/2016
101,The University of West Florida,C++ How to Program (Early Objects Version),235,4/5/2015
101,The University of West Florida,Statics and Mechanics of Materials,575,8/29/2015
101,The University of West Florida,Intermediate Algebra: Concepts & Applications,188,4/28/2015
101,The University of West Florida,Strategies for Successful Writing,516,12/8/2015
101,The University of West Florida,Precalculus Essentials,559,1/11/2016
101,The University of West Florida,Excursions in Modern Mathematics,405,8/9/2015
101,The University of West Florida,Mosaics: Reading and Writing Paragraphs,657,5/10/2015
101,The University of West Florida,"Macroeconomics, 2/e",328,12/4/2015
101,The University of West Florida,Brief Calculus & Its Applications,363,10/31/2015
101,The University of West Florida,Ownership Series: Ownership: Critical Thinking,633,1/25/2016
101,The University of West Florida,Developmental Mathematics,688,10/7/2015
101,The University of West Florida,Macroeconomics,64,12/10/2015
101,The University of West Florida,The Practice of Public Relations,106,7/3/2015
102,University of South Alabama,"Writing for Life: Paragraphs and Essays, 3E",58,1/19/2016
102,University of South Alabama,Cryptography and Network Security: Principles and Practice,189,1/12/2016
102,University of South Alabama,College Algebra: An Early Functions Approach,206,1/11/2016
102,University of South Alabama,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,39,1/30/2016
102,University of South Alabama,Digital Business Networks,443,12/8/2015
103,Drew University,Guide to Managerial Communication,328,7/4/2015
103,Drew University,International Management: Text and Cases,255,7/17/2015
103,Drew University,Starting Out With Visual Basic,452,10/7/2015
103,Drew University,Business Communication Essentials,400,6/21/2015
103,Drew University,Elementary Algebra:  Concepts & Applications,571,12/13/2015
103,Drew University,Basic Technical Mathematics,27,10/28/2015
103,Drew University,Marketing Research,340,8/7/2015
103,Drew University,Mathematics All Around,520,12/19/2015
103,Drew University,Public Relations Practices,532,4/15/2015
103,Drew University,Complete Works of Shakespeare 7E,562,6/23/2015
103,Drew University,Modern Systems Analysis and Design,658,7/23/2015
103,Drew University,College Algebra with Modeling & Visualization,598,9/4/2015
103,Drew University,Calculus and Its Applications Expanded Version,509,5/15/2015
103,Drew University,Elementary Algebra:  Concepts & Applications,503,10/17/2015
103,Drew University,Microeconomics,690,6/20/2015
103,Drew University,Operations Management,182,11/2/2015
103,Drew University,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",351,3/21/2015
103,Drew University,Brief Calculus & Its Applications,299,2/5/2016
103,Drew University,Introduction to Engineering Analysis,426,11/17/2015
103,Drew University,Microeconomics,649,11/15/2015
103,Drew University,Public Relations Practices,662,8/13/2015
103,Drew University,Essentials of Entrepreneurship and Small Business Management,69,4/7/2015
103,Drew University,Algebra and Trigonometry,624,8/23/2015
103,Drew University,Precalculus with Modeling & Visualization,561,2/8/2016
103,Drew University,Mosaics: Reading and Writing Paragraphs,610,2/8/2016
103,Drew University,Global Marketing Management,204,1/7/2016
103,Drew University,Marketing Plan Handbook,464,2/27/2016
103,Drew University,"Career Tool Kit, The: Skills for Success",195,1/26/2016
103,Drew University,Visual C# 2012 How to Program,668,12/4/2015
103,Drew University,Precalculus: A Unit Circle Approach,90,8/26/2015
103,Drew University,Fundamentals of Statistics,378,3/13/2015
103,Drew University,Aerodynamics for Engineers,526,5/31/2015
103,Drew University,Auditing and Assurance Services,582,12/3/2015
104,Tennessee Temple University,E-Commerce 2013,599,3/30/2015
104,Tennessee Temple University,Basic Technical Mathematics,102,7/13/2015
104,Tennessee Temple University,Ownership Series: Ownership: Critical Thinking,155,1/28/2016
104,Tennessee Temple University,Macroeconomics,606,8/4/2015
104,Tennessee Temple University,World of Short Stories: 20 Short Stories from Around the World,230,8/6/2015
104,Tennessee Temple University,Principles of Operations Management,374,3/20/2015
104,Tennessee Temple University,Global Marketing Management,591,12/13/2015
104,Tennessee Temple University,Public Relations Practices,172,6/20/2015
104,Tennessee Temple University,Prose Reader,445,4/27/2015
104,Tennessee Temple University,Human Resource Management,674,8/24/2015
104,Tennessee Temple University,Elementary Algebra:  Concepts & Applications,585,7/27/2015
104,Tennessee Temple University,Academic Reading,554,7/25/2015
104,Tennessee Temple University,Survey of Economics,119,1/23/2016
104,Tennessee Temple University,Reading Rhetorically,695,12/26/2015
104,Tennessee Temple University,The Necessary Shakespeare,228,5/6/2015
104,Tennessee Temple University,The Economic Way of Thinking,383,9/16/2015
105,Northeastern University,Principles of Microeconomics,421,1/11/2016
105,Northeastern University,Basic College Mathematics,472,8/15/2015
105,Northeastern University,E-Marketing,500,8/18/2015
105,Northeastern University,College Algebra with Modeling & Visualization,50,8/24/2015
105,Northeastern University,Elementary Statistics Using Excel,636,11/29/2015
105,Northeastern University,Cryptography and Network Security: Principles and Practice,285,4/9/2015
105,Northeastern University,"The Prentice Hall Guide for College Writers, Brief Edition",314,3/27/2015
105,Northeastern University,Mathematics for Business,238,10/3/2015
105,Northeastern University,Algebra and Trigonometry with Modeling & Visualization,426,6/6/2015
105,Northeastern University,Foundations of Finance,164,8/24/2015
105,Northeastern University,Managerial Accounting: Decision Making and Motivating Performance,523,4/22/2015
105,Northeastern University,"The Curious Writer, Brief Edition",526,5/19/2015
105,Northeastern University,Ownership Series: Ownership: Accountability,140,6/23/2015
105,Northeastern University,Elementary and Intermediate Algebra: Concepts & Applications,107,11/18/2015
105,Northeastern University,Managerial Accounting: Decision Making and Motivating Performance,181,3/29/2015
105,Northeastern University,"The Curious Writer, Concise Edition",591,8/25/2015
105,Northeastern University,Intermediate Algebra: Concepts & Applications,538,5/16/2015
105,Northeastern University,Sterling Stories,436,11/6/2015
105,Northeastern University,MIS Essentials,353,2/8/2016
105,Northeastern University,The DK Handbook,100,3/8/2015
105,Northeastern University,Academic Reading,556,12/2/2015
105,Northeastern University,Precalculus with Modeling & Visualization,223,2/4/2016
105,Northeastern University,Modern Systems Analysis and Design,514,7/7/2015
105,Northeastern University,Economics for Managers,699,2/10/2016
105,Northeastern University,Introduction to Materials Science,70,1/31/2016
105,Northeastern University,Ownership Series: Ownership: Accountability,389,1/8/2016
105,Northeastern University,Intermediate Algebra 10,184,10/7/2015
105,Northeastern University,MIS Essentials,459,10/19/2015
105,Northeastern University,"Money, Banking, and the Financial System",460,1/28/2016
105,Northeastern University,Starting out with Visual C# 2012 (with CD-Rom),616,3/14/2015
105,Northeastern University,Foundations of Finance,387,10/17/2015
106,Baptist Bible College & Seminary of Pennsylvania,Visual C# 2012 How to Program,207,4/7/2015
106,Baptist Bible College & Seminary of Pennsylvania,MIS Essentials,90,5/15/2015
106,Baptist Bible College & Seminary of Pennsylvania,The Blair Reader,175,3/22/2015
106,Baptist Bible College & Seminary of Pennsylvania,Mathematics for Business,450,5/13/2015
106,Baptist Bible College & Seminary of Pennsylvania,College Algebra with Modeling & Visualization,186,4/8/2015
107,Florida Gulf Coast University,Data Structures and Algorithm Analysis in C++,614,11/14/2015
107,Florida Gulf Coast University,"Writing and Reading Across the Curriculum, Brief Edition",263,9/19/2015
107,Florida Gulf Coast University,Literature for Composition,665,3/3/2016
107,Florida Gulf Coast University,Basic College Mathematics,172,10/30/2015
107,Florida Gulf Coast University,Basic College Mathematics,194,12/16/2015
107,Florida Gulf Coast University,Technical Communication,658,7/9/2015
107,Florida Gulf Coast University,Managing Engineering and Technology,27,1/29/2016
107,Florida Gulf Coast University,Essentials of Entrepreneurship and Small Business Management,415,11/21/2015
107,Florida Gulf Coast University,"Writing and Reading Across the Curriculum, Brief Edition",380,9/20/2015
107,Florida Gulf Coast University,Prose Reader,333,5/22/2015
107,Florida Gulf Coast University,Java Software Structures,622,3/13/2015
107,Florida Gulf Coast University,Intro Stats,565,1/31/2016
107,Florida Gulf Coast University,"Money, Banking, and the Financial System",570,1/11/2016
108,Virginia State University,Corporate Finance,539,9/4/2015
108,Virginia State University,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",107,3/13/2015
108,Virginia State University,Read to Achieve: Gateway to Academic Reading,49,10/31/2015
108,Virginia State University,International Business,343,5/19/2015
108,Virginia State University,Intro Stats,206,10/1/2015
108,Virginia State University,Ownership Series: Ownership: Effective Planning,222,11/5/2015
108,Virginia State University,"Money, Banking, and the Financial System",690,11/15/2015
108,Virginia State University,Human Resource Management,70,5/10/2015
108,Virginia State University,Essential Math 4e,605,4/21/2015
108,Virginia State University,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",423,7/30/2015
108,Virginia State University,Cornerstones for College Success,46,1/13/2016
108,Virginia State University,The DK Handbook,241,7/23/2015
108,Virginia State University,Style: Lessons in Clarity and Grace 11E,167,4/18/2015
108,Virginia State University,Human Resource Management,77,8/20/2015
108,Virginia State University,Principles of Economics,427,7/4/2015
108,Virginia State University,Guide to Presentations,509,5/18/2015
108,Virginia State University,World of Short Stories: 20 Short Stories from Around the World,304,2/14/2016
108,Virginia State University,"Global Issues, Local Arguments",468,8/29/2015
109,Florida International University,Principles of Economics,681,5/30/2015
109,Florida International University,Public Relations Practices,82,11/8/2015
109,Florida International University,Fundamentals of Human Resource Management,543,2/6/2016
109,Florida International University,Manufacturing Engineering & Technology,634,9/20/2015
109,Florida International University,Statics and Mechanics of Materials,251,9/20/2015
109,Florida International University,"Essentials of Processes, Systems and Information: with SAP tutorials",298,4/26/2015
109,Florida International University,International Economics,324,7/29/2015
109,Florida International University,"Cornerstones for Community College Success, 2/E",144,8/30/2015
109,Florida International University,Precalculus Essentials,628,1/18/2016
109,Florida International University,Microeconomics,430,9/30/2015
109,Florida International University,Manager's Bookshelf,361,11/27/2015
109,Florida International University,Accounting Information Systems: The Crossroads of Accounting and IT 2e,294,6/8/2015
109,Florida International University,Developmental Mathematics,254,1/2/2016
109,Florida International University,Elementary Algebra,539,9/9/2015
109,Florida International University,Better Business,143,2/15/2016
109,Florida International University,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,129,6/2/2015
110,Drake University,The Economics of Public Issues,449,4/5/2015
110,Drake University,"Cornerstones for Community College Success, 2/E",562,8/3/2015
110,Drake University,Economics Today: The Macro View,480,2/15/2016
111,Washington State University,Guide to Presentations,330,7/28/2015
111,Washington State University,E-Marketing,558,4/21/2015
111,Washington State University,Foundations of Finance,565,7/28/2015
111,Washington State University,Economics for Managers,426,1/4/2016
111,Washington State University,"The Prentice Hall Guide for College Writers, Brief Edition",252,1/3/2016
111,Washington State University,Ownership Series: Ownership: Study Strategies,563,2/17/2016
111,Washington State University,"Network Security Essentials: Applications and Standards, 5/e",163,12/23/2015
111,Washington State University,International Business,612,2/20/2016
111,Washington State University,College Algebra,293,4/19/2015
111,Washington State University,Excursions in Modern Mathematics,191,6/24/2015
111,Washington State University,Intermediate Algebra: Concepts & Applications,93,10/16/2015
111,Washington State University,Basics of Web Design: HTML5 & CSS3,507,2/13/2016
111,Washington State University,The Economics of Sports,304,12/18/2015
111,Washington State University,Managerial Economics,113,12/8/2015
111,Washington State University,Basic College Mathematics,36,12/27/2015
111,Washington State University,Introductory Algebra 10,390,11/25/2015
111,Washington State University,Adaptive Filter Theory,221,3/15/2015
111,Washington State University,Hands-On Database,383,8/18/2015
111,Washington State University,Management Information Systems,390,10/28/2015
111,Washington State University,Cornerstones for College Success,665,9/17/2015
111,Washington State University,Horngren's Financial & Managerial Accounting,691,4/6/2015
111,Washington State University,Introduction to Programming with C++,292,2/9/2016
111,Washington State University,The Economics of Macro Issues,147,11/20/2015
111,Washington State University,Principles of Operations Management,131,11/13/2015
111,Washington State University,Fundamentals of Human Resource Management,193,12/25/2015
111,Washington State University,Making the Team,45,8/28/2015
112,Anderson University,Visual C# 2012 How to Program,123,8/18/2015
112,Anderson University,Management,27,3/2/2016
113,Caldwell University,Data Structures and Algorithm Analysis in C++,372,5/23/2015
113,Caldwell University,College Algebra with Modeling & Visualization,666,4/19/2015
113,Caldwell University,Academic Reading,393,8/18/2015
113,Caldwell University,Academic Reading,203,2/1/2016
113,Caldwell University,Introductory and Intermediate Algebra 5e,587,11/20/2015
113,Caldwell University,Basic College Vocabulary Strategies,595,10/23/2015
113,Caldwell University,Intro Stats,195,2/10/2016
113,Caldwell University,Ownership Series: Ownership: Critical Thinking,440,12/12/2015
113,Caldwell University,International Management: Text and Cases,118,3/11/2015
113,Caldwell University,Intermediate Algebra: Concepts & Applications,527,2/27/2016
113,Caldwell University,Database Processing,476,4/18/2015
113,Caldwell University,Precalculus: Essentials,423,6/2/2015
113,Caldwell University,Business Math Brief,126,1/21/2016
113,Caldwell University,Corporate Finance,250,3/13/2015
113,Caldwell University,Horngren's Accounting,143,10/3/2015
113,Caldwell University,College Algebra: An Early Functions Approach,626,1/22/2016
113,Caldwell University,Economics Today,46,1/26/2016
113,Caldwell University,Excursions in Modern Mathematics,156,5/29/2015
113,Caldwell University,Excursions in Modern Mathematics,666,4/1/2015
113,Caldwell University,International Economics,351,2/23/2016
113,Caldwell University,Entrepreneurial Finance,34,7/4/2015
113,Caldwell University,A First Course in Probability,403,7/2/2015
114,Fayetteville State University,Business Math,514,8/6/2015
114,Fayetteville State University,"Money, Banking, and the Financial System",41,3/14/2015
114,Fayetteville State University,Economics Today,574,1/23/2016
114,Fayetteville State University,Data Structures and Algorithm Analysis in C++,180,9/8/2015
114,Fayetteville State University,"Global Issues, Local Arguments",96,4/28/2015
114,Fayetteville State University,Algebra and Trigonometry,528,5/9/2015
114,Fayetteville State University,Managing Engineering and Technology,364,10/27/2015
114,Fayetteville State University,Principles of Marketing,74,8/12/2015
114,Fayetteville State University,Macroeconomics,481,8/25/2015
114,Fayetteville State University,Principles of Microeconomics,282,1/18/2016
114,Fayetteville State University,Development Economics,688,8/8/2015
114,Fayetteville State University,International Business,241,5/18/2015
114,Fayetteville State University,Mosaics: Reading and Writing Paragraphs,467,8/13/2015
114,Fayetteville State University,Ownership Series: Ownership: Effective Planning,461,4/24/2015
115,Hampton University,The Prentice Hall Guide for College Writers,424,8/30/2015
115,Hampton University,Ownership Series: Ownership: Critical Thinking,191,12/11/2015
115,Hampton University,Environmental Law,400,7/4/2015
115,Hampton University,"Career Tool Kit, The: Skills for Success",482,2/25/2016
115,Hampton University,Economics for Managers,634,9/27/2015
115,Hampton University,The Prentice Hall Guide for College Writers,44,12/7/2015
115,Hampton University,"Macroeconomics, 2/e",439,11/20/2015
115,Hampton University,Essentials of Entrepreneurship and Small Business Management,563,2/7/2016
115,Hampton University,The Necessary Shakespeare,548,12/11/2015
115,Hampton University,Manager's Bookshelf,387,9/23/2015
115,Hampton University,Statistical Reasoning for Everyday Life,188,2/4/2016
115,Hampton University,Aerodynamics for Engineers,615,7/16/2015
115,Hampton University,Mathematics for Elementary Teachers with Activity Manual,116,7/2/2015
115,Hampton University,Mathematics for Business,537,6/24/2015
115,Hampton University,Elementary Statistics Using Excel,383,11/4/2015
115,Hampton University,Systems Analysis and Design,390,7/27/2015
115,Hampton University,Introduction to Materials Science,369,9/13/2015
115,Hampton University,Principles of Operations Management,675,11/25/2015
115,Hampton University,"Integrated Advertising, Promotion, and Marketing Communications",206,10/11/2015
115,Hampton University,Introduction to Materials Science,143,6/19/2015
115,Hampton University,Economics,247,4/23/2015
115,Hampton University,Experiencing MIS,297,1/16/2016
115,Hampton University,Mathematics for Elementary Teachers with Activity Manual,461,2/24/2016
115,Hampton University,Internetworking with TCP/IP Volume One,56,10/21/2015
115,Hampton University,Basic Technical Mathematics with Calculus,475,3/8/2015
115,Hampton University,Better Business,291,10/31/2015
115,Hampton University,Management,68,4/21/2015
115,Hampton University,Management,529,1/15/2016
115,Hampton University,Development Economics,697,10/9/2015
115,Hampton University,"Strategies for Successful Writing, Concise Edition",404,12/22/2015
115,Hampton University,"English for Careers: Business, Professional, and Technical",119,1/13/2016
116,University of the Cumberlands,Electrical Engineering: Principles & Applications,670,2/13/2016
116,University of the Cumberlands,Principles of Risk Management and Insurance,619,1/9/2016
116,University of the Cumberlands,Essentials of Database Management,441,1/4/2016
116,University of the Cumberlands,Data Structures and Algorithm Analysis in C++,656,1/22/2016
117,Texas A & M International University,Precalculus: Essentials,548,1/5/2016
117,Texas A & M International University,Introduction to Engineering Analysis,479,3/24/2015
117,Texas A & M International University,Development Economics,72,7/24/2015
117,Texas A & M International University,Introductory Algebra 10,685,1/8/2016
117,Texas A & M International University,"Power Electronics: Circuits,Devices & Applications",155,5/31/2015
117,Texas A & M International University,Statistical Reasoning for Everyday Life,676,8/14/2015
117,Texas A & M International University,Precalculus: A Unit Circle Approach,610,11/19/2015
117,Texas A & M International University,Accounting Information Systems: The Crossroads of Accounting and IT 2e,688,8/16/2015
117,Texas A & M International University,Psychology of Investing,448,12/4/2015
117,Texas A & M International University,The Practice of Public Relations,493,11/10/2015
117,Texas A & M International University,Internetworking with TCP/IP Volume One,276,9/2/2015
117,Texas A & M International University,Mosaics: Reading and Writing Paragraphs,434,8/6/2015
117,Texas A & M International University,Economics,246,12/28/2015
117,Texas A & M International University,Development Economics,402,3/16/2015
117,Texas A & M International University,Statistics for Business and Economics,421,8/13/2015
118,Immaculata University,Prose Reader,288,9/24/2015
118,Immaculata University,"Corporate Finance, The Core",377,7/5/2015
118,Immaculata University,Writing for Life: Sentences and Paragraphs,83,5/15/2015
118,Immaculata University,Starting out with Visual C# 2012 (with CD-Rom),121,3/9/2015
118,Immaculata University,Statistics for Business: Decision Making and Analysis,649,9/24/2015
118,Immaculata University,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",395,3/1/2016
118,Immaculata University,The Curious Writer,304,7/17/2015
118,Immaculata University,Aerodynamics for Engineers,488,1/6/2016
118,Immaculata University,"Prealgebra and Introductory Algebra, 4e",504,9/18/2015
118,Immaculata University,Literature for Composition,631,8/3/2015
118,Immaculata University,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",468,6/30/2015
118,Immaculata University,Academic Reading,131,6/1/2015
119,Florida International University,Visual C# 2012 How to Program,370,7/4/2015
119,Florida International University,Principles of Microeconomics,640,6/24/2015
119,Florida International University,Fundamentals of Communication Systems,520,12/11/2015
119,Florida International University,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",493,5/12/2015
120,Montana State University,Visual Basic 2012 How to Program,373,12/28/2015
120,Montana State University,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",51,10/31/2015
120,Montana State University,Algebra and Trigonometry with Modeling & Visualization,74,2/27/2016
120,Montana State University,Writing for Life: Sentences and Paragraphs,499,6/9/2015
120,Montana State University,Economics Today,58,10/13/2015
120,Montana State University,"Prealgebra and Introductory Algebra, 4e",465,3/28/2015
120,Montana State University,Starting Out With Visual Basic,78,9/30/2015
120,Montana State University,Academic Reading,60,9/12/2015
120,Montana State University,Entrepreneurial Finance,130,4/26/2015
120,Montana State University,Environmental Law,487,12/13/2015
120,Montana State University,Economics,497,3/4/2016
120,Montana State University,Business Math,328,1/25/2016
120,Montana State University,Mathematics for Business,108,9/10/2015
120,Montana State University,The Economics of Sports,400,4/1/2015
120,Montana State University,"Money, Banking, and the Financial System",568,9/10/2015
120,Montana State University,The Blair Reader,108,5/3/2015
120,Montana State University,Intercultural Business Communication,183,8/8/2015
120,Montana State University,College Algebra with Modeling & Visualization,426,10/8/2015
120,Montana State University,Introduction to Materials Science,428,11/4/2015
120,Montana State University,E-Marketing,117,8/10/2015
120,Montana State University,"The Curious Writer, Brief Edition",80,12/29/2015
120,Montana State University,World Myth,612,9/25/2015
120,Montana State University,Managerial Economics,693,12/8/2015
120,Montana State University,Introduction to JavaScript Programming with XML and PHP,566,4/4/2015
120,Montana State University,Mechanics of Materials,366,6/30/2015
120,Montana State University,A First Course in Probability,662,3/10/2015
120,Montana State University,Human Resource Management,379,10/1/2015
120,Montana State University,Building College Vocabulary Strategies,551,5/29/2015
120,Montana State University,Mathematics for Elementary Teachers with Activity Manual,404,4/29/2015
121,Amridge University,Personal Finance,457,7/28/2015
121,Amridge University,A First Course in Probability,34,4/27/2015
121,Amridge University,E-Marketing,640,2/26/2016
121,Amridge University,Literature for Composition,613,2/15/2016
121,Amridge University,Elementary and Intermediate Algebra: Concepts & Applications,335,9/7/2015
121,Amridge University,Economics,226,8/12/2015
121,Amridge University,"Network Security Essentials: Applications and Standards, 5/e",641,4/26/2015
121,Amridge University,Basic College Mathematics,330,5/19/2015
121,Amridge University,The Curious Writer,69,7/16/2015
121,Amridge University,Personal Finance,427,2/5/2016
121,Amridge University,International Business,59,2/17/2016
121,Amridge University,Horngren's Financial & Managerial Accounting. The Financial Chapters,27,11/21/2015
121,Amridge University,MIS Essentials,101,7/21/2015
121,Amridge University,Principles of Risk Management and Insurance,110,4/4/2015
121,Amridge University,Prose Reader,487,4/6/2015
122,Embry-Riddle Aeronautical University-Worldwide,Business Communication Essentials,239,1/14/2016
122,Embry-Riddle Aeronautical University-Worldwide,The Practice of Public Relations,216,1/23/2016
122,Embry-Riddle Aeronautical University-Worldwide,College Algebra Essentials,614,1/26/2016
122,Embry-Riddle Aeronautical University-Worldwide,Precalculus,363,3/17/2015
122,Embry-Riddle Aeronautical University-Worldwide,Algebra and Trigonometry with Modeling & Visualization,447,8/27/2015
122,Embry-Riddle Aeronautical University-Worldwide,Literature for Composition,76,6/21/2015
122,Embry-Riddle Aeronautical University-Worldwide,Prealgebra  5e,404,4/8/2015
122,Embry-Riddle Aeronautical University-Worldwide,Statics and Mechanics of Materials,183,10/25/2015
122,Embry-Riddle Aeronautical University-Worldwide,International Monetary & Financial  Economics,508,6/22/2015
122,Embry-Riddle Aeronautical University-Worldwide,Business Statistics: A First Course,410,8/9/2015
122,Embry-Riddle Aeronautical University-Worldwide,Fundamentals of Communication Systems,632,5/19/2015
122,Embry-Riddle Aeronautical University-Worldwide,Starting Out With Visual Basic,492,9/4/2015
122,Embry-Riddle Aeronautical University-Worldwide,Human Resource Management,164,2/17/2016
122,Embry-Riddle Aeronautical University-Worldwide,Systems Analysis and Design,523,6/10/2015
122,Embry-Riddle Aeronautical University-Worldwide,Essential Statistics,459,11/13/2015
122,Embry-Riddle Aeronautical University-Worldwide,Essentials of Entrepreneurship and Small Business Management,441,6/8/2015
122,Embry-Riddle Aeronautical University-Worldwide,Management: A Focus on Leaders,330,10/25/2015
122,Embry-Riddle Aeronautical University-Worldwide,Business Communication Essentials,442,8/27/2015
123,University of Minnesota-Duluth,Style: Lessons in Clarity and Grace 11E,184,8/22/2015
123,University of Minnesota-Duluth,Principles of Operations Management,330,9/21/2015
123,University of Minnesota-Duluth,Business Communication Essentials,262,3/6/2016
123,University of Minnesota-Duluth,Microeconomics,146,12/17/2015
123,University of Minnesota-Duluth,International Business,491,3/2/2016
123,University of Minnesota-Duluth,Literature for Composition,448,4/6/2015
123,University of Minnesota-Duluth,Writing for Life: Sentences and Paragraphs,429,6/15/2015
123,University of Minnesota-Duluth,Fundamentals of Human Resource Management,700,8/20/2015
123,University of Minnesota-Duluth,Mathematics for Elementary Teachers with Activity Manual,47,7/13/2015
123,University of Minnesota-Duluth,Internetworking with TCP/IP Volume One,660,5/17/2015
123,University of Minnesota-Duluth,Horngren's Financial & Managerial Accounting,570,12/19/2015
123,University of Minnesota-Duluth,Strategies for Successful Writing,697,1/24/2016
123,University of Minnesota-Duluth,C++ How to Program (Early Objects Version),107,1/1/2016
123,University of Minnesota-Duluth,Elementary Statistics Using Excel,110,6/17/2015
